id,label,provider_route,inspect_model,model_id,thinking_depth,control_style,input_price_per_mtok_usd,output_price_per_mtok_usd,reasoning_price_per_mtok_usd,configured_reasoning_tokens_per_sample,estimated_reasoning_tokens_per_sample,calibration_source,estimated_cost_usd,estimated_cost_per_sample_usd,pricing_source,cost_warnings
openrouter-google-gemini-3-1-flash-image-preview-low,Google: Nano Banana 2 (Gemini 3.1 Flash Image Preview) low,openrouter,openrouter/google/gemini-3.1-flash-image-preview,google/gemini-3.1-flash-image-preview,low,openrouter_reasoning_effort,0.5,3,3,512,64,measured_usage_with_conservative_buffer:gemini,0.0189345,0.00023668,openrouter_models_api,
openrouter-google-gemini-3-1-flash-image-preview-medium,Google: Nano Banana 2 (Gemini 3.1 Flash Image Preview) medium,openrouter,openrouter/google/gemini-3.1-flash-image-preview,google/gemini-3.1-flash-image-preview,medium,openrouter_reasoning_effort,0.5,3,3,2048,192,measured_usage_with_conservative_buffer:gemini,0.0496545,0.00062068,openrouter_models_api,
openrouter-google-gemini-3-1-flash-image-preview-high,Google: Nano Banana 2 (Gemini 3.1 Flash Image Preview) high,openrouter,openrouter/google/gemini-3.1-flash-image-preview,google/gemini-3.1-flash-image-preview,high,openrouter_reasoning_effort,0.5,3,3,8192,384,measured_usage_with_conservative_buffer:gemini,0.0957345,0.00119668,openrouter_models_api,
openrouter-google-gemini-3-1-pro-preview-customtools-low,Google: Gemini 3.1 Pro Preview Custom Tools low,openrouter,openrouter/google/gemini-3.1-pro-preview-customtools,google/gemini-3.1-pro-preview-customtools,low,openrouter_reasoning_effort,2,12,12,512,64,measured_usage_with_conservative_buffer:gemini,0.075738,0.00094673,openrouter_models_api,
openrouter-google-gemini-3-1-pro-preview-customtools-high,Google: Gemini 3.1 Pro Preview Custom Tools high,openrouter,openrouter/google/gemini-3.1-pro-preview-customtools,google/gemini-3.1-pro-preview-customtools,high,openrouter_reasoning_effort,2,12,12,8192,384,measured_usage_with_conservative_buffer:gemini,0.382938,0.00478673,openrouter_models_api,
openrouter-moonshotai-kimi-k2-6-free-low,MoonshotAI: Kimi K2.6 (free) low_budget_512,openrouter,openrouter/moonshotai/kimi-k2.6:free,moonshotai/kimi-k2.6:free,low,openrouter_reasoning_max_tokens,0,0,0,512,64,measured_usage_with_conservative_buffer:openrouter_generic,0,0,openrouter_models_api,
openrouter-moonshotai-kimi-k2-6-free-medium,MoonshotAI: Kimi K2.6 (free) medium_budget_2048,openrouter,openrouter/moonshotai/kimi-k2.6:free,moonshotai/kimi-k2.6:free,medium,openrouter_reasoning_max_tokens,0,0,0,2048,128,measured_usage_with_conservative_buffer:openrouter_generic,0,0,openrouter_models_api,
openrouter-moonshotai-kimi-k2-6-free-high,MoonshotAI: Kimi K2.6 (free) high_budget_8192,openrouter,openrouter/moonshotai/kimi-k2.6:free,moonshotai/kimi-k2.6:free,high,openrouter_reasoning_max_tokens,0,0,0,8192,256,measured_usage_with_conservative_buffer:openrouter_generic,0,0,openrouter_models_api,
openrouter-z-ai-glm-4-5-air-free-low,Z.ai: GLM 4.5 Air (free) low_budget_512,openrouter,openrouter/z-ai/glm-4.5-air:free,z-ai/glm-4.5-air:free,low,openrouter_reasoning_max_tokens,0,0,0,512,64,measured_usage_with_conservative_buffer:openrouter_generic,0,0,openrouter_models_api,
openrouter-z-ai-glm-4-5-air-free-medium,Z.ai: GLM 4.5 Air (free) medium_budget_2048,openrouter,openrouter/z-ai/glm-4.5-air:free,z-ai/glm-4.5-air:free,medium,openrouter_reasoning_max_tokens,0,0,0,2048,128,measured_usage_with_conservative_buffer:openrouter_generic,0,0,openrouter_models_api,
openrouter-z-ai-glm-4-5-air-free-high,Z.ai: GLM 4.5 Air (free) high_budget_8192,openrouter,openrouter/z-ai/glm-4.5-air:free,z-ai/glm-4.5-air:free,high,openrouter_reasoning_max_tokens,0,0,0,8192,256,measured_usage_with_conservative_buffer:openrouter_generic,0,0,openrouter_models_api,
openrouter-qwen-qwen3-7-max-low,Qwen: Qwen3.7 Max low_budget_512,openrouter,openrouter/qwen/qwen3.7-max,qwen/qwen3.7-max,low,openrouter_reasoning_max_tokens,1.25,3.75,3.75,512,64,measured_usage_with_conservative_buffer:openrouter_generic,0.02573625,0.0003217,openrouter_models_api,
openrouter-qwen-qwen3-7-max-medium,Qwen: Qwen3.7 Max medium_budget_2048,openrouter,openrouter/qwen/qwen3.7-max,qwen/qwen3.7-max,medium,openrouter_reasoning_max_tokens,1.25,3.75,3.75,2048,128,measured_usage_with_conservative_buffer:openrouter_generic,0.04493625,0.0005617,openrouter_models_api,
openrouter-qwen-qwen3-7-max-high,Qwen: Qwen3.7 Max high_budget_8192,openrouter,openrouter/qwen/qwen3.7-max,qwen/qwen3.7-max,high,openrouter_reasoning_max_tokens,1.25,3.75,3.75,8192,256,measured_usage_with_conservative_buffer:openrouter_generic,0.08333625,0.0010417,openrouter_models_api,
openrouter-qwen-qwen3-5-plus-20260420-low,Qwen: Qwen3.5 Plus 2026-04-20 low_budget_512,openrouter,openrouter/qwen/qwen3.5-plus-20260420,qwen/qwen3.5-plus-20260420,low,openrouter_reasoning_max_tokens,0.3,1.8,1.8,512,64,measured_usage_with_conservative_buffer:openrouter_generic,0.0113607,0.00014201,openrouter_models_api,
openrouter-qwen-qwen3-5-plus-20260420-medium,Qwen: Qwen3.5 Plus 2026-04-20 medium_budget_2048,openrouter,openrouter/qwen/qwen3.5-plus-20260420,qwen/qwen3.5-plus-20260420,medium,openrouter_reasoning_max_tokens,0.3,1.8,1.8,2048,128,measured_usage_with_conservative_buffer:openrouter_generic,0.0205767,0.00025721,openrouter_models_api,
openrouter-qwen-qwen3-5-plus-20260420-high,Qwen: Qwen3.5 Plus 2026-04-20 high_budget_8192,openrouter,openrouter/qwen/qwen3.5-plus-20260420,qwen/qwen3.5-plus-20260420,high,openrouter_reasoning_max_tokens,0.3,1.8,1.8,8192,256,measured_usage_with_conservative_buffer:openrouter_generic,0.0390087,0.00048761,openrouter_models_api,
openrouter-qwen-qwen3-6-flash-low,Qwen: Qwen3.6 Flash low_budget_512,openrouter,openrouter/qwen/qwen3.6-flash,qwen/qwen3.6-flash,low,openrouter_reasoning_max_tokens,0.1875,1.125,1.125,512,64,measured_usage_with_conservative_buffer:openrouter_generic,0.00710044,0.00008876,openrouter_models_api,
openrouter-qwen-qwen3-6-flash-medium,Qwen: Qwen3.6 Flash medium_budget_2048,openrouter,openrouter/qwen/qwen3.6-flash,qwen/qwen3.6-flash,medium,openrouter_reasoning_max_tokens,0.1875,1.125,1.125,2048,128,measured_usage_with_conservative_buffer:openrouter_generic,0.01286044,0.00016076,openrouter_models_api,
openrouter-qwen-qwen3-6-flash-high,Qwen: Qwen3.6 Flash high_budget_8192,openrouter,openrouter/qwen/qwen3.6-flash,qwen/qwen3.6-flash,high,openrouter_reasoning_max_tokens,0.1875,1.125,1.125,8192,256,measured_usage_with_conservative_buffer:openrouter_generic,0.02438044,0.00030476,openrouter_models_api,
openrouter-qwen-qwen3-6-35b-a3b-low,Qwen: Qwen3.6 35B A3B low_budget_512,openrouter,openrouter/qwen/qwen3.6-35b-a3b,qwen/qwen3.6-35b-a3b,low,openrouter_reasoning_max_tokens,0.14,1,1,512,64,measured_usage_with_conservative_buffer:openrouter_generic,0.00622326,0.00007779,openrouter_models_api,
openrouter-qwen-qwen3-6-35b-a3b-medium,Qwen: Qwen3.6 35B A3B medium_budget_2048,openrouter,openrouter/qwen/qwen3.6-35b-a3b,qwen/qwen3.6-35b-a3b,medium,openrouter_reasoning_max_tokens,0.14,1,1,2048,128,measured_usage_with_conservative_buffer:openrouter_generic,0.01134326,0.00014179,openrouter_models_api,
openrouter-qwen-qwen3-6-35b-a3b-high,Qwen: Qwen3.6 35B A3B high_budget_8192,openrouter,openrouter/qwen/qwen3.6-35b-a3b,qwen/qwen3.6-35b-a3b,high,openrouter_reasoning_max_tokens,0.14,1,1,8192,256,measured_usage_with_conservative_buffer:openrouter_generic,0.02158326,0.00026979,openrouter_models_api,
openrouter-deepseek-deepseek-r1-0528-low,DeepSeek: R1 0528 low_budget_512,openrouter,openrouter/deepseek/deepseek-r1-0528,deepseek/deepseek-r1-0528,low,openrouter_reasoning_max_tokens,0.5,2.15,2.15,512,128,measured_usage_with_conservative_buffer:openrouter_deepseek,0.0250465,0.00031308,openrouter_models_api,
openrouter-deepseek-deepseek-r1-0528-medium,DeepSeek: R1 0528 medium_budget_2048,openrouter,openrouter/deepseek/deepseek-r1-0528,deepseek/deepseek-r1-0528,medium,openrouter_reasoning_max_tokens,0.5,2.15,2.15,2048,384,measured_usage_with_conservative_buffer:openrouter_deepseek,0.0690785,0.00086348,openrouter_models_api,
openrouter-deepseek-deepseek-r1-0528-high,DeepSeek: R1 0528 high_budget_8192,openrouter,openrouter/deepseek/deepseek-r1-0528,deepseek/deepseek-r1-0528,high,openrouter_reasoning_max_tokens,0.5,2.15,2.15,8192,1024,measured_usage_with_conservative_buffer:openrouter_deepseek,0.1791585,0.00223948,openrouter_models_api,
openrouter-deepseek-deepseek-r1-distill-qwen-32b-low,DeepSeek: R1 Distill Qwen 32B low_budget_512,openrouter,openrouter/deepseek/deepseek-r1-distill-qwen-32b,deepseek/deepseek-r1-distill-qwen-32b,low,openrouter_reasoning_max_tokens,0.29,0.29,0.29,512,128,measured_usage_with_conservative_buffer:openrouter_deepseek,0.00411481,0.00005144,openrouter_models_api,
openrouter-deepseek-deepseek-r1-distill-qwen-32b-medium,DeepSeek: R1 Distill Qwen 32B medium_budget_2048,openrouter,openrouter/deepseek/deepseek-r1-distill-qwen-32b,deepseek/deepseek-r1-distill-qwen-32b,medium,openrouter_reasoning_max_tokens,0.29,0.29,0.29,2048,384,measured_usage_with_conservative_buffer:openrouter_deepseek,0.01005401,0.00012568,openrouter_models_api,
openrouter-deepseek-deepseek-r1-distill-qwen-32b-high,DeepSeek: R1 Distill Qwen 32B high_budget_8192,openrouter,openrouter/deepseek/deepseek-r1-distill-qwen-32b,deepseek/deepseek-r1-distill-qwen-32b,high,openrouter_reasoning_max_tokens,0.29,0.29,0.29,8192,1024,measured_usage_with_conservative_buffer:openrouter_deepseek,0.02490201,0.00031128,openrouter_models_api,
openrouter-deepseek-deepseek-r1-distill-llama-70b-low,DeepSeek: R1 Distill Llama 70B low_budget_512,openrouter,openrouter/deepseek/deepseek-r1-distill-llama-70b,deepseek/deepseek-r1-distill-llama-70b,low,openrouter_reasoning_max_tokens,0.7,0.8,0.8,512,128,measured_usage_with_conservative_buffer:openrouter_deepseek,0.0110203,0.00013775,openrouter_models_api,
openrouter-deepseek-deepseek-r1-distill-llama-70b-medium,DeepSeek: R1 Distill Llama 70B medium_budget_2048,openrouter,openrouter/deepseek/deepseek-r1-distill-llama-70b,deepseek/deepseek-r1-distill-llama-70b,medium,openrouter_reasoning_max_tokens,0.7,0.8,0.8,2048,384,measured_usage_with_conservative_buffer:openrouter_deepseek,0.0274043,0.00034255,openrouter_models_api,
openrouter-deepseek-deepseek-r1-distill-llama-70b-high,DeepSeek: R1 Distill Llama 70B high_budget_8192,openrouter,openrouter/deepseek/deepseek-r1-distill-llama-70b,deepseek/deepseek-r1-distill-llama-70b,high,openrouter_reasoning_max_tokens,0.7,0.8,0.8,8192,1024,measured_usage_with_conservative_buffer:openrouter_deepseek,0.0683643,0.00085455,openrouter_models_api,
openrouter-minimax-minimax-m3-low,MiniMax: MiniMax M3 low_budget_512,openrouter,openrouter/minimax/minimax-m3,minimax/minimax-m3,low,openrouter_reasoning_max_tokens,0.3,1.2,1.2,512,64,measured_usage_with_conservative_buffer:openrouter_generic,0.0079047,0.00009881,openrouter_models_api,
openrouter-minimax-minimax-m3-medium,MiniMax: MiniMax M3 medium_budget_2048,openrouter,openrouter/minimax/minimax-m3,minimax/minimax-m3,medium,openrouter_reasoning_max_tokens,0.3,1.2,1.2,2048,128,measured_usage_with_conservative_buffer:openrouter_generic,0.0140487,0.00017561,openrouter_models_api,
openrouter-minimax-minimax-m3-high,MiniMax: MiniMax M3 high_budget_8192,openrouter,openrouter/minimax/minimax-m3,minimax/minimax-m3,high,openrouter_reasoning_max_tokens,0.3,1.2,1.2,8192,256,measured_usage_with_conservative_buffer:openrouter_generic,0.0263367,0.00032921,openrouter_models_api,
