rank,label,display_label,model,thinking_level,barrage_profile,accuracy_pct,accuracy_ci_95,answer_accuracy_pct,format_accuracy_pct,strict_accuracy_pct,obvious_failure_rate_pct,correct,answer_correct,format_correct,strict_correct,scored_samples,provider_errors,timeouts,total_tokens,total_tokens_display,estimated_cost_usd,cost_per_correct_usd,tokens_per_correct,overthinking_index,reasoning_token_source,cost_warnings,summary_dir
125,Xiaomi MiMo-V2-Flash,Xiaomi MiMo-V2-Flash (provider default),openrouter/xiaomi/mimo-v2-flash,provider default,hard_obvious_8x28_seed_20260531,86.6,81.5-90.5%,86.6,100.0,86.6,13.4,194,194,224,194,224,0,0,12022,12.02k,0.00031583,0.00000163,62,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-paper-openrouter-xiaomi-mimo-v2-flash
126,Gemini 2.5 Flash-Lite,Gemini 2.5 Flash-Lite (provider default),google/gemini-2.5-flash-lite,provider default,hard_obvious_8x28_seed_20260531,86.6,81.5-90.5%,86.6,87.9,74.6,13.4,194,194,197,167,224,0,0,6779,6.78k,0.0008084,0.00000417,35,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-paper-gemini-2-5-flash-lite
127,Mistral: Mistral Large 3 2512,Mistral: Mistral Large 3 2512 (provider default),openrouter/mistralai/mistral-large-2512,provider default,hard_obvious_8x28_seed_20260531,86.6,81.5-90.5%,86.6,86.2,72.8,13.4,194,194,193,163,224,0,0,3848,3.85k,0.002181,0.00001124,20,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-045-registry-openrouter-171-mistralai-mistral-large-2512
128,OpenAI GPT-5.4 nano low,OpenAI GPT-5.4 nano low (thinking=low),openai/gpt-5.4-nano,thinking=low,hard_obvious_8x28_seed_20260531,86.6,81.5-90.5%,86.6,100.0,86.6,13.4,194,194,224,194,224,0,0,6136,6.14k,0.003722,0.00001919,32,0.76,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-099-thinking-openai-gpt-5-4-nano-low
129,MoonshotAI: Kimi K2 0905,MoonshotAI: Kimi K2 0905 (provider default),openrouter/moonshotai/kimi-k2-0905,provider default,hard_obvious_8x28_seed_20260531,86.6,81.5-90.5%,86.6,100.0,86.6,13.4,194,194,224,194,224,0,0,9751,9.75k,0.0079558,0.00004101,50,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-100-openrouter-142-moonshotai-kimi-k2-0905
130,Z.ai: GLM 4.5V,Z.ai: GLM 4.5V (provider default),openrouter/z-ai/glm-4.5v,provider default,hard_obvious_8x28_seed_20260531,86.6,81.5-90.5%,86.6,80.4,74.6,13.4,194,194,180,167,224,0,0,22152,22.15k,0.034421,0.000177,114,0.71,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-053-registry-openrouter-173-z-ai-glm-4-5v
131,Qwen: Qwen Plus 0728,Qwen: Qwen Plus 0728 (provider default),openrouter/qwen/qwen-plus-2025-07-28,provider default,hard_obvious_8x28_seed_20260531,86.2,81.0-90.1%,86.2,90.6,76.8,13.8,193,193,203,172,224,0,0,7618,7.62k,0.00224848,0.000012,39,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-final-20260602/cumulative-cost-runs/expand222-scaled-073-openrouter-141-qwen-qwen-plus-2025-07-28
132,OpenAI GPT-5 mini minimal,OpenAI GPT-5 mini minimal (thinking=minimal),openai/gpt-5-mini,thinking=minimal,hard_obvious_8x28_seed_20260531,86.2,81.0-90.1%,86.2,100.0,86.2,13.8,193,193,224,193,224,0,0,5421,5.42k,0.004262,0.00002208,28,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-092-thinking-openai-gpt-5-mini-minimal
133,Nex AGI: DeepSeek V3.1 Nex N1,Nex AGI: DeepSeek V3.1 Nex N1 (provider default),openrouter/nex-agi/deepseek-v3.1-nex-n1,provider default,hard_obvious_8x28_seed_20260531,86.2,81.0-90.1%,86.2,100.0,86.2,13.8,193,193,224,193,224,0,0,95459,95.46k,0.01307056,0.00006772,495,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-062-openrouter-132-nex-agi-deepseek-v3-1-nex-n1
134,Qwen: Qwen3 235B A22B Instruct 2507,Qwen: Qwen3 235B A22B Instruct 2507 (provider default),openrouter/qwen/qwen3-235b-a22b-2507,provider default,hard_obvious_8x28_seed_20260531,85.7,80.5-89.7%,85.7,98.7,84.4,14.3,192,192,221,189,224,0,0,7635,7.63k,0.000543,0.000003,40,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-022-openrouter-053-qwen-qwen3-235b-a22b-2507
135,Qwen: Qwen3 Coder Next,Qwen: Qwen3 Coder Next (provider default),openrouter/qwen/qwen3-coder-next,provider default,hard_obvious_8x28_seed_20260531,85.7,80.5-89.7%,85.7,100.0,85.7,14.3,192,192,224,192,224,0,0,7683,7.68k,0.00121911,0.00000635,40,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-075-openrouter-130-qwen-qwen3-coder-next
136,DeepSeek: DeepSeek V3.2,DeepSeek: DeepSeek V3.2 (provider default),openrouter/deepseek/deepseek-v3.2,provider default,hard_obvious_8x28_seed_20260531,85.7,80.5-89.7%,85.7,99.6,85.3,14.3,192,192,223,191,224,0,0,7231,7.23k,0.0015908,0.00000829,38,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-048-openrouter-134-deepseek-deepseek-v3-2
137,Qwen: Qwen-Plus,Qwen: Qwen-Plus (provider default),openrouter/qwen/qwen-plus,provider default,hard_obvious_8x28_seed_20260531,85.7,80.5-89.7%,85.7,100.0,85.7,14.3,192,192,224,192,224,0,0,7491,7.49k,0.00214942,0.00001119,39,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-072-openrouter-152-qwen-qwen-plus
138,Qwen: Qwen3 Max,Qwen: Qwen3 Max (thinking=max),openrouter/qwen/qwen3-max,thinking=max,hard_obvious_8x28_seed_20260531,85.7,80.5-89.7%,85.7,100.0,85.7,14.3,192,192,224,192,224,0,0,5484,5.48k,0.0050232,0.000026,29,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-final-20260602/cumulative-cost-runs/expand222-next-066-registry-openrouter-138-qwen-qwen3-max
139,Mistral Large 2407,Mistral Large 2407 (provider default),openrouter/mistralai/mistral-large-2407,provider default,hard_obvious_8x28_seed_20260531,85.7,80.5-89.7%,85.7,87.5,73.2,14.3,192,192,196,164,224,0,0,3848,3.85k,0.008724,0.00004544,20,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-074-registry-openrouter-185-mistralai-mistral-large-2407
140,MiniMax: MiniMax-01,MiniMax: MiniMax-01 (provider default),openrouter/minimax/minimax-01,provider default,hard_obvious_8x28_seed_20260531,85.7,80.5-89.7%,85.7,99.1,84.8,14.3,192,192,222,190,224,0,0,63129,63.13k,0.0127617,0.00006647,329,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-035-registry-openrouter-113-minimax-minimax-01
141,Arcee AI: Trinity Mini,Arcee AI: Trinity Mini (provider default),openrouter/arcee-ai/trinity-mini,provider default,hard_obvious_8x28_seed_20260531,85.7,80.5-89.7%,85.7,83.5,71.4,14.3,192,192,187,160,224,0,0,148331,148.33k,0.021473,0.000112,773,0.64,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-030-openrouter-037-arcee-ai-trinity-mini
142,OpenAI GPT-4.1 nano,OpenAI GPT-4.1 nano (provider default),openai/gpt-4.1-nano,provider default,hard_obvious_8x28_seed_20260531,85.3,80.0-89.3%,85.3,100.0,85.3,14.7,191,191,224,191,224,0,0,3989,3.99k,0.0004424,0.00000232,21,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-019-registry-openai-gpt-4-1-nano
143,OpenAI GPT-4o mini,OpenAI GPT-4o mini (provider default),openai/gpt-4o-mini,provider default,hard_obvious_8x28_seed_20260531,85.3,80.0-89.3%,85.3,89.7,75.0,14.7,191,191,201,168,224,0,0,4056,4.06k,0.0007038,0.00000368,21,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-024-registry-openai-gpt-4o-mini
144,Qwen: Qwen3 VL 235B A22B Instruct,Qwen: Qwen3 VL 235B A22B Instruct (provider default),openrouter/qwen/qwen3-vl-235b-a22b-instruct,provider default,hard_obvious_8x28_seed_20260531,85.3,80.0-89.3%,85.3,100.0,85.3,14.7,191,191,224,191,224,0,0,4281,4.28k,0.00095584,0.000005,22,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-030-registry-openrouter-100-qwen-qwen3-vl-235b-a22b-instruct
145,OpenAI GPT-5 mini minimal,OpenAI GPT-5 mini minimal (thinking=minimal/none),openai/gpt-5-mini,thinking=minimal/none,hard_obvious_8x28_seed_20260531,85.3,80.0-89.3%,85.3,99.6,84.8,14.7,191,191,223,190,224,0,0,5426,5.43k,0.004272,0.00002237,28,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-047-registry-openai-gpt-5-mini-minimal
146,OpenAI GPT-5.4 mini no thinking,OpenAI GPT-5.4 mini no thinking (thinking=none/none),openai/gpt-5.4-mini,thinking=none/none,hard_obvious_8x28_seed_20260531,85.3,80.0-89.3%,85.3,100.0,85.3,14.7,191,191,224,191,224,0,0,4244,4.24k,0.004998,0.00002617,22,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-070-registry-openai-gpt-5-4-mini-none
147,Meta: Llama 3.3 70B Instruct,Meta: Llama 3.3 70B Instruct (provider default),openrouter/meta-llama/llama-3.3-70b-instruct,provider default,hard_obvious_8x28_seed_20260531,84.8,79.5-88.9%,84.8,92.9,77.7,15.2,190,190,208,174,224,0,0,9391,9.39k,0.001051,0.000006,49,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-046-openrouter-154-meta-llama-llama-3-3-70b-instruct
148,Qwen: Qwen2.5 VL 72B Instruct,Qwen: Qwen2.5 VL 72B Instruct (provider default),openrouter/qwen/qwen2.5-vl-72b-instruct,provider default,hard_obvious_8x28_seed_20260531,84.8,79.5-88.9%,84.8,100.0,84.8,15.2,190,190,224,190,224,0,0,5118,5.12k,0.001381,0.000007,27,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-029-registry-openrouter-112-qwen-qwen2-5-vl-72b-instruct
149,Meta: Llama 3.1 70B Instruct,Meta: Llama 3.1 70B Instruct (provider default),openrouter/meta-llama/llama-3.1-70b-instruct,provider default,hard_obvious_8x28_seed_20260531,84.8,79.5-88.9%,84.8,94.6,79.5,15.2,190,190,212,178,224,0,0,7859,7.86k,0.0031436,0.00001655,41,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-057-openrouter-158-meta-llama-llama-3-1-70b-instruct
150,Meta: Llama 4 Maverick,Meta: Llama 4 Maverick (provider default),openrouter/meta-llama/llama-4-maverick,provider default,hard_obvious_8x28_seed_20260531,84.4,79.0-88.5%,84.4,86.2,70.5,15.6,189,189,193,158,224,0,0,4361,4.36k,0.000742,0.000004,23,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-026-registry-openrouter-106-meta-llama-llama-4-maverick
151,Mistral: Devstral 2 2512,Mistral: Devstral 2 2512 (provider default),openrouter/mistralai/devstral-2512,provider default,hard_obvious_8x28_seed_20260531,84.4,79.0-88.5%,84.4,87.5,71.9,15.6,189,189,196,161,224,0,0,3849,3.85k,0.0012132,0.00000642,20,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-051-registry-openrouter-092-mistralai-devstral-2512
152,DeepSeek: DeepSeek V3.1,DeepSeek: DeepSeek V3.1 (provider default),openrouter/deepseek/deepseek-chat-v3.1,provider default,hard_obvious_8x28_seed_20260531,84.4,79.0-88.5%,84.4,97.8,82.1,15.6,189,189,219,184,224,0,0,7171,7.17k,0.0017049,0.00000902,38,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-074-openrouter-145-deepseek-deepseek-chat-v3-1
153,Magnum v4 72B,Magnum v4 72B (provider default),openrouter/anthracite-org/magnum-v4-72b,provider default,hard_obvious_8x28_seed_20260531,84.4,79.0-88.5%,84.4,100.0,84.4,15.6,189,189,224,189,224,0,0,6277,6.28k,0.023437,0.00012401,33,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-072-registry-openrouter-114-anthracite-org-magnum-v4-72b
154,Qwen3 Next 80B A3B Instruct,Qwen3 Next 80B A3B Instruct (provider default),openrouter/qwen/qwen3-next-80b-a3b-instruct,provider default,hard_obvious_8x28_seed_20260531,83.9,78.6-88.2%,83.9,92.4,76.3,16.1,188,188,207,171,224,0,0,7740,7.74k,0.00133997,0.00000713,41,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-paper-openrouter-qwen3-next
155,Nous: Hermes 4 70B,Nous: Hermes 4 70B (provider default),openrouter/nousresearch/hermes-4-70b,provider default,hard_obvious_8x28_seed_20260531,83.9,78.6-88.2%,83.9,100.0,83.9,16.1,188,188,224,188,224,0,0,9960,9.96k,0.00143007,0.00000761,53,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-054-openrouter-143-nousresearch-hermes-4-70b
156,DeepSeek: DeepSeek V3.1 Terminus,DeepSeek: DeepSeek V3.1 Terminus (provider default),openrouter/deepseek/deepseek-v3.1-terminus,provider default,hard_obvious_8x28_seed_20260531,83.9,78.6-88.2%,83.9,97.8,82.1,16.1,188,188,219,184,224,0,0,7156,7.16k,0.00202464,0.00001077,38,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-081-openrouter-140-deepseek-deepseek-v3-1-terminus
157,NVIDIA: Nemotron Nano 9B V2,NVIDIA: Nemotron Nano 9B V2 (provider default),openrouter/nvidia/nemotron-nano-9b-v2,provider default,hard_obvious_8x28_seed_20260531,83.9,78.6-88.2%,83.9,92.4,76.3,16.1,188,188,207,171,224,0,0,63326,63.33k,0.009198,0.000049,337,0.87,reported,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-032-openrouter-047-nvidia-nemotron-nano-9b-v2
158,Cohere: Command A,Cohere: Command A (provider default),openrouter/cohere/command-a,provider default,hard_obvious_8x28_seed_20260531,83.9,78.6-88.2%,83.9,100.0,83.9,16.1,188,188,224,188,224,0,0,3745,3.75k,0.0105925,0.00005634,20,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-079-registry-openrouter-182-cohere-command-a
159,Mistral: Mistral Medium 3,Mistral: Mistral Medium 3 (thinking=medium),openrouter/mistralai/mistral-medium-3,thinking=medium,hard_obvious_8x28_seed_20260531,83.5,78.1-87.8%,83.5,83.0,66.5,16.5,187,187,186,149,224,0,0,3902,3.90k,0.0020584,0.00001101,21,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-054-registry-openrouter-175-mistralai-mistral-medium-3
160,Z.ai: GLM 4 32B ,Z.ai: GLM 4 32B  (provider default),openrouter/z-ai/glm-4-32b,provider default,hard_obvious_8x28_seed_20260531,83.0,77.6-87.4%,83.0,100.0,83.0,17.0,186,186,224,186,224,0,0,7256,7.26k,0.0007256,0.0000039,39,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-024-openrouter-052-z-ai-glm-4-32b
161,TheDrummer: Cydonia 24B V4.1,TheDrummer: Cydonia 24B V4.1 (provider default),openrouter/thedrummer/cydonia-24b-v4.1,provider default,hard_obvious_8x28_seed_20260531,83.0,77.6-87.4%,83.0,100.0,83.0,17.0,186,186,224,186,224,0,0,33253,33.25k,0.0046316,0.0000249,179,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-064-openrouter-044-thedrummer-cydonia-24b-v4-1
162,Qwen2.5 72B Instruct,Qwen2.5 72B Instruct (provider default),openrouter/qwen/qwen-2.5-72b-instruct,provider default,hard_obvious_8x28_seed_20260531,83.0,77.6-87.4%,83.0,88.4,71.4,17.0,186,186,198,160,224,0,0,17627,17.63k,0.00676668,0.00003638,95,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-055-openrouter-072-qwen-qwen-2-5-72b-instruct
163,Google: Gemma 3n 4B,Google: Gemma 3n 4B (provider default),openrouter/google/gemma-3n-e4b-it,provider default,hard_obvious_8x28_seed_20260531,82.6,77.1-87.0%,82.6,87.9,70.5,17.4,185,185,197,158,224,0,0,9437,9.44k,0.00060978,0.0000033,51,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-027-openrouter-056-google-gemma-3n-e4b-it
164,Mistral: Mistral Small 4,Mistral: Mistral Small 4 (provider default),openrouter/mistralai/mistral-small-2603,provider default,hard_obvious_8x28_seed_20260531,82.6,77.1-87.0%,82.6,89.3,71.9,17.4,185,185,200,161,224,0,0,4863,4.86k,0.00083913,0.00000454,26,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-025-registry-openrouter-085-mistralai-mistral-small-2603
165,Mistral: Mistral Small 3,Mistral: Mistral Small 3 (provider default),openrouter/mistralai/mistral-small-24b-instruct-2501,provider default,hard_obvious_8x28_seed_20260531,82.1,76.6-86.6%,82.1,98.2,80.4,17.9,184,184,220,180,224,0,0,31120,31.12k,0.00157211,0.00000854,169,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-019-openrouter-065-mistralai-mistral-small-24b-instruct-2501
166,Meta: Llama 3 70B Instruct,Meta: Llama 3 70B Instruct (provider default),openrouter/meta-llama/llama-3-70b-instruct,provider default,hard_obvious_8x28_seed_20260531,82.1,76.6-86.6%,82.1,100.0,82.1,17.9,184,184,224,184,224,0,0,8052,8.05k,0.00422497,0.00002296,44,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-069-openrouter-160-meta-llama-llama-3-70b-instruct
167,TheDrummer: Skyfall 36B V2,TheDrummer: Skyfall 36B V2 (provider default),openrouter/thedrummer/skyfall-36b-v2,provider default,hard_obvious_8x28_seed_20260531,82.1,76.6-86.6%,82.1,100.0,82.1,17.9,184,184,224,184,224,0,0,33260,33.26k,0.0077064,0.00004188,181,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-076-openrouter-151-thedrummer-skyfall-36b-v2
168,Qwen: Qwen3 Coder Plus,Qwen: Qwen3 Coder Plus (provider default),openrouter/qwen/qwen3-coder-plus,provider default,hard_obvious_8x28_seed_20260531,82.1,76.6-86.6%,82.1,95.1,77.2,17.9,184,184,213,173,224,0,0,14319,14.32k,0.03620435,0.00019676,78,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-061-registry-openrouter-139-qwen-qwen3-coder-plus
169,Qwen: Qwen3 VL 30B A3B Instruct,Qwen: Qwen3 VL 30B A3B Instruct (provider default),openrouter/qwen/qwen3-vl-30b-a3b-instruct,provider default,hard_obvious_8x28_seed_20260531,81.7,76.1-86.2%,81.7,94.2,75.9,18.3,183,183,211,170,224,0,0,4538,4.54k,0.0008099,0.00000443,25,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-022-registry-openrouter-099-qwen-qwen3-vl-30b-a3b-instruct
170,Mistral: Mistral Medium 3.1,Mistral: Mistral Medium 3.1 (thinking=medium),openrouter/mistralai/mistral-medium-3.1,thinking=medium,hard_obvious_8x28_seed_20260531,81.7,76.1-86.2%,81.7,87.9,69.6,18.3,183,183,197,156,224,0,0,3850,3.85k,0.0019544,0.00001068,21,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-052-registry-openrouter-172-mistralai-mistral-medium-3-1
171,WizardLM-2 8x22B,WizardLM-2 8x22B (provider default),openrouter/microsoft/wizardlm-2-8x22b,provider default,hard_obvious_8x28_seed_20260531,81.7,76.1-86.2%,81.7,81.2,62.9,18.3,183,183,182,141,224,0,0,14388,14.39k,0.008881,0.000049,79,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-066-openrouter-077-microsoft-wizardlm-2-8x22b
172,Mistral: Mixtral 8x22B Instruct,Mistral: Mixtral 8x22B Instruct (provider default),openrouter/mistralai/mixtral-8x22b-instruct,provider default,hard_obvious_8x28_seed_20260531,81.7,76.1-86.2%,81.7,88.4,70.1,18.3,183,183,198,157,224,0,0,4863,4.86k,0.0103564,0.00005659,27,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-073-registry-openrouter-115-mistralai-mixtral-8x22b-instruct
173,AI21: Jamba Large 1.7,AI21: Jamba Large 1.7 (provider default),openrouter/ai21/jamba-large-1.7,provider default,hard_obvious_8x28_seed_20260531,81.7,76.1-86.2%,81.7,78.6,60.3,18.3,183,183,176,135,224,0,0,4868,4.87k,0.012172,0.00006651,27,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-076-registry-openrouter-181-ai21-jamba-large-1-7
174,Mistral: Mistral Small 3.2 24B,Mistral: Mistral Small 3.2 24B (provider default),openrouter/mistralai/mistral-small-3.2-24b-instruct,provider default,hard_obvious_8x28_seed_20260531,81.2,75.6-85.8%,81.2,87.5,68.8,18.8,182,182,196,154,224,0,0,3850,3.85k,0.000292,0.000002,21,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-007-registry-openrouter-104-mistralai-mistral-small-3-2-24b-instruct
175,IBM: Granite 4.1 8B,IBM: Granite 4.1 8B (provider default),openrouter/ibm-granite/granite-4.1-8b,provider default,hard_obvious_8x28_seed_20260531,81.2,75.6-85.8%,81.2,96.9,78.1,18.8,182,182,217,175,224,0,0,8914,8.91k,0.00051225,0.00000281,49,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-021-openrouter-026-ibm-granite-granite-4-1-8b
176,OpenAI GPT-5 nano minimal,OpenAI GPT-5 nano minimal (thinking=minimal),openai/gpt-5-nano,thinking=minimal,hard_obvious_8x28_seed_20260531,81.2,75.6-85.8%,81.2,99.6,80.8,18.8,182,182,223,181,224,0,0,10047,10.05k,0.0016675,0.00000916,55,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-paper-openai-gpt-5-nano-minimal
177,Qwen: Qwen3 30B A3B Instruct 2507,Qwen: Qwen3 30B A3B Instruct 2507 (provider default),openrouter/qwen/qwen3-30b-a3b-instruct-2507,provider default,hard_obvious_8x28_seed_20260531,81.2,75.6-85.8%,81.2,87.9,69.2,18.8,182,182,197,155,224,0,0,17799,17.80k,0.002047,0.000011,98,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-033-openrouter-051-qwen-qwen3-30b-a3b-instruct-2507
178,Google: Gemma 3 27B,Google: Gemma 3 27B (provider default),openrouter/google/gemma-3-27b-it,provider default,hard_obvious_8x28_seed_20260531,80.8,75.1-85.4%,80.8,87.5,68.3,19.2,181,181,196,153,224,0,0,12136,12.14k,0.000917,0.000005,67,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-cost-telemetry-rerun2-20260603/runs/expand222-next-006-registry-openrouter-111-google-gemma-3-27b-it
179,Mistral: Mistral Medium 3.5,Mistral: Mistral Medium 3.5 (thinking=medium),openrouter/mistralai/mistral-medium-3-5,thinking=medium,hard_obvious_8x28_seed_20260531,80.8,75.1-85.4%,80.8,100.0,80.8,19.2,181,181,224,181,224,0,0,4858,4.86k,0.008481,0.000047,27,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-075-registry-openrouter-183-mistralai-mistral-medium-3-5
180,Mistral: Voxtral Small 24B 2507,Mistral: Voxtral Small 24B 2507 (provider default),openrouter/mistralai/voxtral-small-24b-2507,provider default,hard_obvious_8x28_seed_20260531,80.4,74.7-85.0%,80.4,100.0,80.4,19.6,180,180,224,180,224,0,0,3848,3.85k,0.0002071,0.00000115,21,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-015-registry-openrouter-096-mistralai-voxtral-small-24b-2507
181,OpenAI GPT-5 nano minimal,OpenAI GPT-5 nano minimal (thinking=minimal),openai/gpt-5-nano,thinking=minimal,hard_obvious_8x28_seed_20260531,80.4,74.7-85.0%,80.4,99.6,79.9,19.6,180,180,223,179,224,0,0,5458,5.46k,0.0008672,0.00000482,30,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-087-thinking-openai-gpt-5-nano-minimal
182,Mistral: Saba,Mistral: Saba (provider default),openrouter/mistralai/mistral-saba,provider default,hard_obvious_8x28_seed_20260531,80.4,74.7-85.0%,80.4,88.8,69.2,19.6,180,180,199,155,224,0,0,4867,4.87k,0.0010502,0.00000583,27,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-027-registry-openrouter-176-mistralai-mistral-saba
183,OpenAI GPT-5.4 nano no thinking,OpenAI GPT-5.4 nano no thinking (thinking=none/none),openai/gpt-5.4-nano,thinking=none/none,hard_obvious_8x28_seed_20260531,80.4,74.7-85.0%,80.4,100.0,80.4,19.6,180,180,224,180,224,0,0,4265,4.26k,0.00138325,0.00000768,24,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-next-037-registry-openai-gpt-5-4-nano-none
184,Meta: Llama 3.1 8B Instruct,Meta: Llama 3.1 8B Instruct (provider default),openrouter/meta-llama/llama-3.1-8b-instruct,provider default,hard_obvious_8x28_seed_20260531,79.9,74.2-84.6%,79.9,98.7,78.6,20.1,179,179,221,176,224,0,0,8307,8.31k,0.00018186,0.00000102,46,0.00,not_reported_or_zero,,results/summaries/paper-v1-8x28-current-222-20260602-keyed/runs/expand222-scaled-016-openrouter-073-meta-llama-llama-3-1-8b-instruct
185,Qwen: Qwen3 8B,Qwen: Qwen3 8B (provider default),openrouter/qwen/qwen3-8b,provider default,hard_obvious_8x28_seed_20260531,79.9,74.2-84.6%,79.9,90.2,70.1,20.1,179,179,202,157,224,0,0,49288,49.29k,0.017229,0.000096,275,0.97,reported,,results/summaries/paper-v1-8x28-current-222-final-20260602/cumulative-cost-runs/expand222-scaled-050-openrouter-058-qwen-qwen3-8b
