label,family,accuracy_pct,correct,samples,scored_samples,provider_errors,timeouts,failures,estimated_cost_usd
Qwen: Qwen3 Coder Next,character_count,50.00,5,10,10,0,0,5,5.384e-05
Qwen: Qwen3 Coder Next,constraint_awareness,90.00,9,10,10,0,0,1,0.00011262
Qwen: Qwen3 Coder Next,format_compliance,100.00,10,10,10,0,0,0,0.00010476
Qwen: Qwen3 Coder Next,negation,100.00,10,10,10,0,0,0,6.872e-05
Qwen: Qwen3 Coder Next,ordering,100.00,10,10,10,0,0,0,0.00012854
Qwen: Qwen3 Coder Next,spelling_transform,90.00,9,10,10,0,0,1,6.758e-05
Qwen: Qwen3 Coder Next,word_count,100.00,10,10,10,0,0,0,6.352e-05
Qwen: Qwen3 Next 80B A3B Thinking,arithmetic,100.00,10,10,10,0,0,0,0.002213
Qwen: Qwen3 Next 80B A3B Thinking,character_count,100.00,10,10,10,0,0,0,0.009833
Qwen: Qwen3 Next 80B A3B Thinking,constraint_awareness,90.00,9,10,10,0,0,1,0.011419
Qwen: Qwen3 Next 80B A3B Thinking,format_compliance,100.00,10,10,10,0,0,0,0.00367
Qwen: Qwen3 Next 80B A3B Thinking,negation,100.00,10,10,10,0,0,0,0.003121
Qwen: Qwen3 Next 80B A3B Thinking,ordering,100.00,10,10,10,0,0,0,0.006836
Qwen: Qwen3 Next 80B A3B Thinking,spelling_transform,100.00,10,10,10,0,0,0,0.014075
Qwen: Qwen3 Next 80B A3B Thinking,word_count,100.00,10,10,10,0,0,0,0.003145
ReMM SLERP 13B,arithmetic,50.00,5,10,10,0,0,5,0.00035765
ReMM SLERP 13B,character_count,20.00,2,10,10,0,0,8,0.00032635
ReMM SLERP 13B,constraint_awareness,100.00,10,10,10,0,0,0,0.00062425
ReMM SLERP 13B,format_compliance,100.00,10,10,10,0,0,0,0.0004064
ReMM SLERP 13B,negation,90.00,9,10,10,0,0,1,0.00037495
ReMM SLERP 13B,ordering,100.00,10,10,10,0,0,0,0.0004012
ReMM SLERP 13B,spelling_transform,0.00,0,10,10,0,0,10,0.00031945
ReMM SLERP 13B,word_count,100.00,10,10,10,0,0,0,0.0003606
Sao10K: Llama 3 8B Lunaris,arithmetic,80.00,8,10,10,0,0,2,1.724e-05
Sao10K: Llama 3 8B Lunaris,character_count,30.00,3,10,10,0,0,7,1.551e-05
Sao10K: Llama 3 8B Lunaris,constraint_awareness,100.00,10,10,10,0,0,0,3.513e-05
Sao10K: Llama 3 8B Lunaris,format_compliance,100.00,10,10,10,0,0,0,2.133e-05
Sao10K: Llama 3 8B Lunaris,negation,90.00,9,10,10,0,0,1,2.012e-05
Sao10K: Llama 3 8B Lunaris,ordering,100.00,10,10,10,0,0,0,2.262e-05
Sao10K: Llama 3 8B Lunaris,spelling_transform,20.00,2,10,10,0,0,8,1.567e-05
Sao10K: Llama 3 8B Lunaris,word_count,100.00,10,10,10,0,0,0,1.903e-05
StepFun: Step 3.5 Flash,arithmetic,100.00,10,10,10,0,0,0,0.000902
StepFun: Step 3.5 Flash,character_count,100.00,10,10,10,0,0,0,0.001097
StepFun: Step 3.5 Flash,constraint_awareness,90.00,9,10,10,0,0,1,0.003032
StepFun: Step 3.5 Flash,format_compliance,100.00,10,10,10,0,0,0,0.000704
StepFun: Step 3.5 Flash,negation,100.00,10,10,10,0,0,0,0.000709
StepFun: Step 3.5 Flash,ordering,100.00,10,10,10,0,0,0,0.001083
StepFun: Step 3.5 Flash,spelling_transform,100.00,10,10,10,0,0,0,0.002784
StepFun: Step 3.5 Flash,word_count,100.00,10,10,10,0,0,0,0.000534
Tencent: Hunyuan A13B Instruct,arithmetic,100.00,10,10,10,0,0,0,7.782e-05
Tencent: Hunyuan A13B Instruct,character_count,30.00,3,10,10,0,0,7,5.956e-05
Tencent: Hunyuan A13B Instruct,constraint_awareness,100.00,10,10,10,0,0,0,0.00012928
Tencent: Hunyuan A13B Instruct,format_compliance,100.00,10,10,10,0,0,0,9.524e-05
Tencent: Hunyuan A13B Instruct,negation,100.00,10,10,10,0,0,0,7.805e-05
Tencent: Hunyuan A13B Instruct,ordering,90.00,9,10,10,0,0,1,0.00011833
Tencent: Hunyuan A13B Instruct,spelling_transform,10.00,1,10,10,0,0,9,7.639e-05
Tencent: Hunyuan A13B Instruct,word_count,70.00,7,10,10,0,0,3,7.188e-05
Tencent: Hy3 preview,arithmetic,100.00,10,10,10,0,0,0,0.000328
Tencent: Hy3 preview,character_count,100.00,10,10,10,0,0,0,0.001801
Tencent: Hy3 preview,constraint_awareness,100.00,10,10,10,0,0,0,0.001041
Tencent: Hy3 preview,format_compliance,100.00,10,10,10,0,0,0,0.001138
Tencent: Hy3 preview,negation,100.00,10,10,10,0,0,0,0.000235
Tencent: Hy3 preview,ordering,100.00,10,10,10,0,0,0,0.000456
Tencent: Hy3 preview,spelling_transform,100.00,10,10,10,0,0,0,0.002073
Tencent: Hy3 preview,word_count,100.00,10,10,10,0,0,0,0.000422
TheDrummer: Cydonia 24B V4.1,arithmetic,90.00,9,10,10,0,0,1,0.0003095
TheDrummer: Cydonia 24B V4.1,character_count,50.00,5,10,10,0,0,5,0.000298
TheDrummer: Cydonia 24B V4.1,constraint_awareness,100.00,10,10,10,0,0,0,0.0002956
TheDrummer: Cydonia 24B V4.1,format_compliance,100.00,10,10,10,0,0,0,0.0003432
TheDrummer: Cydonia 24B V4.1,negation,100.00,10,10,10,0,0,0,0.0003009
TheDrummer: Cydonia 24B V4.1,ordering,100.00,10,10,10,0,0,0,0.0003385
TheDrummer: Cydonia 24B V4.1,spelling_transform,20.00,2,10,10,0,0,8,0.000317
TheDrummer: Cydonia 24B V4.1,word_count,100.00,10,10,10,0,0,0,0.00031
TheDrummer: Rocinante 12B,arithmetic,80.00,8,10,10,0,0,2,0.00013677
TheDrummer: Rocinante 12B,character_count,40.00,4,10,10,0,0,6,0.00011872
TheDrummer: Rocinante 12B,constraint_awareness,90.00,9,10,10,0,0,1,0.00030421
TheDrummer: Rocinante 12B,format_compliance,90.00,9,10,10,0,0,1,0.00016257
TheDrummer: Rocinante 12B,negation,100.00,10,10,10,0,0,0,0.00017789
TheDrummer: Rocinante 12B,ordering,80.00,8,10,10,0,0,2,0.00016808
TheDrummer: Rocinante 12B,spelling_transform,10.00,1,10,10,0,0,9,0.0001263
TheDrummer: Rocinante 12B,word_count,100.00,10,10,10,0,0,0,0.00013504
TheDrummer: Skyfall 36B V2,arithmetic,80.00,8,10,10,0,0,2,0.0005128
TheDrummer: Skyfall 36B V2,character_count,40.00,4,10,10,0,0,6,0.000496
TheDrummer: Skyfall 36B V2,constraint_awareness,100.00,10,10,10,0,0,0,0.000492
TheDrummer: Skyfall 36B V2,format_compliance,100.00,10,10,10,0,0,0,0.0005696
TheDrummer: Skyfall 36B V2,negation,100.00,10,10,10,0,0,0,0.0005008
TheDrummer: Skyfall 36B V2,ordering,100.00,10,10,10,0,0,0,0.00063105
TheDrummer: Skyfall 36B V2,spelling_transform,40.00,4,10,10,0,0,6,0.0005112
TheDrummer: Skyfall 36B V2,word_count,100.00,10,10,10,0,0,0,0.00052
TheDrummer: UnslopNemo 12B,arithmetic,80.00,8,10,10,0,0,2,0.0001664
TheDrummer: UnslopNemo 12B,character_count,30.00,3,10,10,0,0,7,0.0001384
TheDrummer: UnslopNemo 12B,constraint_awareness,90.00,9,10,10,0,0,1,0.0003472
TheDrummer: UnslopNemo 12B,format_compliance,100.00,10,10,10,0,0,0,0.0002064
TheDrummer: UnslopNemo 12B,negation,100.00,10,10,10,0,0,0,0.00019
TheDrummer: UnslopNemo 12B,ordering,90.00,9,10,10,0,0,1,0.0002056
TheDrummer: UnslopNemo 12B,spelling_transform,10.00,1,10,10,0,0,9,0.0001428
TheDrummer: UnslopNemo 12B,word_count,100.00,10,10,10,0,0,0,0.0001768
WizardLM-2 8x22B,arithmetic,100.00,10,10,10,0,0,0,0.00041664
WizardLM-2 8x22B,character_count,10.00,1,10,10,0,0,9,0.00038688
WizardLM-2 8x22B,constraint_awareness,80.00,8,10,10,0,0,2,0.00114886
WizardLM-2 8x22B,format_compliance,100.00,10,10,10,0,0,0,0.000356
WizardLM-2 8x22B,negation,90.00,9,10,10,0,0,1,0.000476
WizardLM-2 8x22B,ordering,100.00,10,10,10,0,0,0,0.00048422
WizardLM-2 8x22B,spelling_transform,70.00,7,10,10,0,0,3,0.00039246
WizardLM-2 8x22B,word_count,100.00,10,10,10,0,0,0,0.000283
Xiaomi MiMo-V2-Flash,arithmetic,100.00,10,10,10,0,0,0,1.822e-05
Xiaomi MiMo-V2-Flash,character_count,80.00,8,10,10,0,0,2,1.112e-05
Xiaomi MiMo-V2-Flash,constraint_awareness,100.00,10,10,10,0,0,0,3.693e-05
Xiaomi MiMo-V2-Flash,format_compliance,100.00,10,10,10,0,0,0,3.662e-05
Xiaomi MiMo-V2-Flash,negation,100.00,10,10,10,0,0,0,1.437e-05
Xiaomi MiMo-V2-Flash,ordering,90.00,9,10,10,0,0,1,3.69e-05
Xiaomi MiMo-V2-Flash,spelling_transform,60.00,6,10,10,0,0,4,1.525e-05
Xiaomi MiMo-V2-Flash,word_count,100.00,10,10,10,0,0,0,1.172e-05
Xiaomi: MiMo-V2.5-Pro,arithmetic,100.00,10,10,10,0,0,0,0.001184
Xiaomi: MiMo-V2.5-Pro,character_count,100.00,10,10,10,0,0,0,0.000686
Xiaomi: MiMo-V2.5-Pro,constraint_awareness,100.00,10,10,10,0,0,0,0.004412
Xiaomi: MiMo-V2.5-Pro,format_compliance,100.00,10,10,10,0,0,0,0.001324
Xiaomi: MiMo-V2.5-Pro,negation,100.00,10,10,10,0,0,0,0.00171
Xiaomi: MiMo-V2.5-Pro,ordering,100.00,10,10,10,0,0,0,0.00252
Xiaomi: MiMo-V2.5-Pro,spelling_transform,90.00,9,10,10,0,0,1,0.001901
Xiaomi: MiMo-V2.5-Pro,word_count,100.00,10,10,10,0,0,0,0.000921
Z.ai: GLM 4 32B ,arithmetic,100.00,10,10,10,0,0,0,3.93e-05
Z.ai: GLM 4 32B ,character_count,30.00,3,10,10,0,0,7,3.44e-05
Z.ai: GLM 4 32B ,constraint_awareness,90.00,9,10,10,0,0,1,8.39e-05
Z.ai: GLM 4 32B ,format_compliance,100.00,10,10,10,0,0,0,4.85e-05
Z.ai: GLM 4 32B ,negation,100.00,10,10,10,0,0,0,4.67e-05
Z.ai: GLM 4 32B ,ordering,100.00,10,10,10,0,0,0,5.03e-05
Z.ai: GLM 4 32B ,spelling_transform,50.00,5,10,10,0,0,5,3.57e-05
Z.ai: GLM 4 32B ,word_count,100.00,10,10,10,0,0,0,4.32e-05
Z.ai: GLM 4.5,arithmetic,100.00,10,10,10,0,0,0,0.013772
Z.ai: GLM 4.5,character_count,100.00,10,10,10,0,0,0,0.02481
Z.ai: GLM 4.5,constraint_awareness,90.00,9,10,10,0,0,1,0.024835
Z.ai: GLM 4.5,format_compliance,100.00,10,10,10,0,0,0,0.001516
Z.ai: GLM 4.5,negation,100.00,10,10,10,0,0,0,0.00845
Z.ai: GLM 4.5,ordering,100.00,10,10,10,0,0,0,0.017196
Z.ai: GLM 4.5,spelling_transform,90.00,9,10,10,0,0,1,0.026984
Z.ai: GLM 4.5,word_count,100.00,10,10,10,0,0,0,0.014846
Z.ai: GLM 4.5 Air,arithmetic,100.00,10,10,10,0,0,0,0.004805
Z.ai: GLM 4.5 Air,character_count,70.00,7,10,10,0,0,3,0.004922
Z.ai: GLM 4.5 Air,constraint_awareness,80.00,8,10,10,0,0,2,0.007854
Z.ai: GLM 4.5 Air,format_compliance,100.00,10,10,10,0,0,0,0.000646
Z.ai: GLM 4.5 Air,negation,100.00,10,10,10,0,0,0,0.001969
Z.ai: GLM 4.5 Air,ordering,100.00,10,10,10,0,0,0,0.004498
Z.ai: GLM 4.5 Air,spelling_transform,70.00,7,10,10,0,0,3,0.007755
Z.ai: GLM 4.5 Air,word_count,100.00,10,10,10,0,0,0,0.003524
Z.ai: GLM 4.6,arithmetic,100.00,10,10,10,0,0,0,0.008804
Z.ai: GLM 4.6,character_count,100.00,10,10,10,0,0,0,0.006199
Z.ai: GLM 4.6,constraint_awareness,90.00,9,10,10,0,0,1,0.011575
Z.ai: GLM 4.6,format_compliance,100.00,10,10,10,0,0,0,0.009038
Z.ai: GLM 4.6,negation,100.00,10,10,10,0,0,0,0.007009
Z.ai: GLM 4.6,ordering,100.00,10,10,10,0,0,0,0.008422
Z.ai: GLM 4.6,spelling_transform,90.00,9,10,10,0,0,1,0.0096
Z.ai: GLM 4.6,word_count,100.00,10,10,10,0,0,0,0.007182
Z.ai: GLM 4.7,arithmetic,100.00,10,10,10,0,0,0,0.004112
Z.ai: GLM 4.7,character_count,100.00,10,10,10,0,0,0,0.004331
Z.ai: GLM 4.7,constraint_awareness,80.00,8,10,10,0,0,2,0.012408
Z.ai: GLM 4.7,format_compliance,100.00,10,10,10,0,0,0,0.002302
Z.ai: GLM 4.7,negation,100.00,10,10,10,0,0,0,0.003831
Z.ai: GLM 4.7,ordering,100.00,10,10,10,0,0,0,0.004898
Z.ai: GLM 4.7,spelling_transform,90.00,9,10,10,0,0,1,0.004347
Z.ai: GLM 4.7,word_count,100.00,10,10,10,0,0,0,0.002995
Z.ai: GLM 4.7 Flash,arithmetic,100.00,10,10,10,0,0,0,0.001155
Z.ai: GLM 4.7 Flash,character_count,100.00,10,10,10,0,0,0,0.001097
Z.ai: GLM 4.7 Flash,constraint_awareness,80.00,8,10,10,0,0,2,0.005486
Z.ai: GLM 4.7 Flash,format_compliance,100.00,10,10,10,0,0,0,0.001073
Z.ai: GLM 4.7 Flash,negation,100.00,10,10,10,0,0,0,0.000969
Z.ai: GLM 4.7 Flash,ordering,90.00,9,10,10,0,0,1,0.001265
Z.ai: GLM 4.7 Flash,spelling_transform,50.00,5,10,10,0,0,5,0.012736
Z.ai: GLM 4.7 Flash,word_count,100.00,10,10,10,0,0,0,0.000872
Z.ai: GLM 5,arithmetic,100.00,10,10,10,0,0,0,0.003767
Z.ai: GLM 5,character_count,100.00,10,10,10,0,0,0,0.007866
Z.ai: GLM 5,constraint_awareness,100.00,10,10,10,0,0,0,0.018691
Z.ai: GLM 5,format_compliance,100.00,10,10,10,0,0,0,0.003453
Z.ai: GLM 5,negation,100.00,10,10,10,0,0,0,0.005548
Z.ai: GLM 5,ordering,100.00,10,10,10,0,0,0,0.006921
Z.ai: GLM 5,spelling_transform,80.00,8,10,10,0,0,2,0.011438
Z.ai: GLM 5,word_count,100.00,10,10,10,0,0,0,0.004743
