model_entry_id,label,inspect_model,provider_model,reasoning_effort,model_setting_key,items,complete_items,attempt_rows,valid_attempts,strict_correct_attempts,strict_attempt_accuracy,strict_pass3_items,strict_pass3_accuracy,strict_pass3_ci_low,strict_pass3_ci_high,answer_pass3_items,answer_pass3_accuracy,format_pass3_items,format_pass3_accuracy,strict_any3_items,strict_any3_accuracy,provider_errors,timeouts,input_tokens,output_tokens,reasoning_tokens,cache_read_tokens,cache_write_tokens,total_tokens,estimated_cost_usd,manual_adjusted_attempts,complete_for_pass3
requested-020-moonshotai-kimi-k2-thinking-default,MoonshotAI: Kimi K2 Thinking,openrouter/moonshotai/kimi-k2-thinking,moonshotai/kimi-k2-thinking,default,openrouter-moonshotai-kimi-k2-thinking:8c92c0c0210c108e,144,144,432,432,427,0.988426,140,0.972222,0.930758,0.989146,140,0.972222,144,1.0,144,1.0,0,0,19693,89168,85908,128,0,108989,0.2347064,0,True
manual-20260612-moonshotai-kimi-k2-5-disabled,OpenRouter moonshotai/kimi-k2.5 disabled,openrouter/moonshotai/kimi-k2.5,moonshotai/kimi-k2.5,disabled,openrouter-moonshotai-kimi-k2-5:3996e6f760ceeb25,144,144,432,432,282,0.652778,64,0.444444,0.365777,0.525999,86,0.597222,119,0.826389,117,0.8125,0,0,15535,4322,0,4852,0,24709,0.01444048,0,True
old-148-moonshotai-kimi-k2-5,MoonshotAI: Kimi K2.5,openrouter/moonshotai/kimi-k2.5,moonshotai/kimi-k2.5,default,openrouter-moonshotai-kimi-k2-5:e7be1bda03305f46,144,144,432,432,427,0.988426,140,0.972222,0.930758,0.989146,140,0.972222,144,1.0,144,1.0,0,0,16606,105554,96028,5265,0,127425,0.20676445,0,True
manual-20260612-moonshotai-kimi-k2-6-disabled,OpenRouter moonshotai/kimi-k2.6 disabled,openrouter/moonshotai/kimi-k2.6,moonshotai/kimi-k2.6,disabled,openrouter-moonshotai-kimi-k2-6:6c696e12602acdcd,144,144,432,432,305,0.706019,82,0.569444,0.487804,0.647476,92,0.638889,132,0.916667,118,0.819444,0,0,16503,10986,0,4028,0,31517,0.048185064,0,True
old-164-moonshotai-kimi-k2-6,MoonshotAI: Kimi K2.6,openrouter/moonshotai/kimi-k2.6,moonshotai/kimi-k2.6,default,openrouter-moonshotai-kimi-k2-6:39570a9ecf6c889e,144,144,432,432,425,0.983796,137,0.951389,0.903064,0.976256,137,0.951389,144,1.0,144,1.0,0,0,17011,79248,75765,3167,0,99426,0.282113568,0,True
manual-20260612-moonshotai-kimi-k2-7-code-default,MoonshotAI Kimi K2.7 Code,openrouter/moonshotai/kimi-k2.7-code,moonshotai/kimi-k2.7-code,default,openrouter-moonshotai-kimi-k2-7-code:82d1497fed596749,144,144,432,432,426,0.986111,138,0.958333,0.912082,0.980766,138,0.958333,144,1.0,144,1.0,0,0,15036,39871,36671,5140,0,60047,0.14975302,0,True
manual-20260612-nvidia-nemotron-3-nano-30b-a3b-default,NVIDIA: Nemotron 3 Nano 30B A3B,openrouter/nvidia/nemotron-3-nano-30b-a3b,nvidia/nemotron-3-nano-30b-a3b,default,openrouter-nvidia-nemotron-3-nano-30b-a3b:ece841fc7b0c7ffc,144,144,432,432,408,0.944444,129,0.895833,0.835244,0.935852,129,0.895833,144,1.0,142,0.986111,0,0,23892,86974,77050,0,0,110866,0.0185894,0,True
manual-20260612-nvidia-nemotron-3-super-120b-a12b-default,NVIDIA: Nemotron 3 Super,openrouter/nvidia/nemotron-3-super-120b-a12b,nvidia/nemotron-3-super-120b-a12b,default,openrouter-nvidia-nemotron-3-super-120b-a12b:9ca201c210c55225,144,144,432,432,407,0.94213,127,0.881944,0.819069,0.924972,127,0.881944,144,1.0,143,0.993056,0,0,22726,48475,44006,0,0,71201,0.02385909,0,True
requested-021-nvidia-nemotron-3-ultra-default,NVIDIA: Nemotron 3 Ultra,openrouter/nvidia/nemotron-3-ultra-550b-a55b,nvidia/nemotron-3-ultra-550b-a55b,default,openrouter-nvidia-nemotron-3-ultra-550b-a55b:9413159303a4389a,144,144,432,432,424,0.981481,139,0.965278,0.921297,0.985079,139,0.965278,144,1.0,143,0.993056,0,0,17316,72635,66580,6576,0,96527,0.1770149,0,True
requested-001-openai-gpt-3-5-turbo-default,OpenAI: GPT-3.5 Turbo,openrouter/openai/gpt-3.5-turbo,openai/gpt-3.5-turbo,none,openrouter-openai-gpt-3-5-turbo:1ee13072d2fd7e58,144,144,432,432,256,0.592593,64,0.444444,0.365777,0.525999,65,0.451389,143,0.993056,103,0.715278,0,0,19833,1220,0,0,0,21053,0.0117465,0,True
requested-002-openai-gpt-3-5-turbo-older-v0613-default,OpenAI: GPT-3.5 Turbo (older v0613),openrouter/openai/gpt-3.5-turbo-0613,openai/gpt-3.5-turbo-0613,none,openrouter-openai-gpt-3-5-turbo-0613:b5aa152c96d42c93,144,144,432,432,309,0.715278,92,0.638889,0.557771,0.712789,92,0.638889,144,1.0,112,0.777778,0,0,19800,1419,0,0,0,21219,0.022638,0,True
requested-003-openai-gpt-3-5-turbo-16k-default,OpenAI: GPT-3.5 Turbo 16k,openrouter/openai/gpt-3.5-turbo-16k,openai/gpt-3.5-turbo-16k,none,openrouter-openai-gpt-3-5-turbo-16k:467cbe53606dbe64,144,144,432,432,281,0.650463,73,0.506944,0.426174,0.587354,73,0.506944,144,1.0,110,0.763889,0,0,19824,1301,0,0,0,21125,0.064676,0,True
requested-004-openai-gpt-3-5-turbo-instruct-default,OpenAI: GPT-3.5 Turbo Instruct,openrouter/openai/gpt-3.5-turbo-instruct,openai/gpt-3.5-turbo-instruct,none,openrouter-openai-gpt-3-5-turbo-instruct:43301deed2b5dc8c,144,144,432,432,154,0.356481,19,0.131944,0.086123,0.196893,25,0.173611,113,0.784722,88,0.611111,0,0,20265,3296,0,0,0,23561,0.0369895,0,True
requested-005-openai-gpt-4-default,OpenAI: GPT-4,openrouter/openai/gpt-4,openai/gpt-4,none,openrouter-openai-gpt-4:4a6c9e3437fbe047,144,144,432,432,345,0.798611,102,0.708333,0.629453,0.776387,105,0.729167,140,0.972222,129,0.895833,0,0,19814,1459,0,0,0,21273,0.68196,0,True
requested-006-openai-gpt-4-turbo-default,OpenAI: GPT-4 Turbo,openrouter/openai/gpt-4-turbo,openai/gpt-4-turbo,none,openrouter-openai-gpt-4-turbo:eb5c1def1705f44a,144,144,432,432,322,0.74537,100,0.694444,0.614967,0.763817,101,0.701389,143,0.993056,115,0.798611,0,0,19833,1151,0,0,0,20984,0.23286,0,True
old-2-openai-gpt-4-1,OpenAI GPT-4.1,openai/gpt-4.1,openai/gpt-4.1,none,openai-gpt-4-1:689c204410d95253,144,144,432,432,336,0.777778,107,0.743056,0.666024,0.807456,109,0.756944,142,0.986111,117,0.8125,0,0,19800,1264,0,0,0,21064,0.049712,0,True
old-3-openai-gpt-4-1-mini,OpenAI GPT-4.1 mini,openai/gpt-4.1-mini,openai/gpt-4.1-mini,none,openai-gpt-4-1-mini:e7ceb0c1ac88b3fb,144,144,432,432,308,0.712963,93,0.645833,0.564858,0.71923,93,0.645833,144,1.0,111,0.770833,0,0,19800,986,0,0,0,20786,0.0094976,0,True
old-118-openai-gpt-4-1-nano,OpenAI GPT-4.1 nano,openai/gpt-4.1-nano,openai/gpt-4.1-nano,none,openai-gpt-4-1-nano:b74fe1fa885dd920,144,144,432,432,263,0.608796,75,0.520833,0.439763,0.600821,75,0.520833,144,1.0,99,0.6875,0,0,19800,1004,0,0,0,20804,0.0023816,0,True
old-178-openai-gpt-4o,OpenAI GPT-4o,openai/gpt-4o,openai/gpt-4o,none,openai-gpt-4o:8c1bae5297e93dcc,144,144,432,432,342,0.791667,103,0.715278,0.636725,0.782643,109,0.756944,137,0.951389,123,0.854167,0,0,19800,1292,0,0,0,21092,0.06242,0,True
requested-007-openai-gpt-4o-2024-05-13-default,OpenAI: GPT-4o (2024-05-13),openrouter/openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13,none,openrouter-openai-gpt-4o-2024-05-13:caec9f14464c777b,144,144,432,432,340,0.787037,101,0.701389,0.6222,0.770112,102,0.708333,142,0.986111,125,0.868056,0,0,19800,1416,0,0,0,21216,0.12024,0,True
requested-008-openai-gpt-4o-2024-08-06-default,OpenAI: GPT-4o (2024-08-06),openrouter/openai/gpt-4o-2024-08-06,openai/gpt-4o-2024-08-06,none,openrouter-openai-gpt-4o-2024-08-06:5ff2e1358ccc5af5,144,144,432,432,344,0.796296,104,0.722222,0.644018,0.788878,108,0.75,140,0.972222,123,0.854167,0,0,19800,1362,0,0,0,21162,0.06312,0,True
requested-009-openai-gpt-4o-2024-11-20-default,OpenAI: GPT-4o (2024-11-20),openrouter/openai/gpt-4o-2024-11-20,openai/gpt-4o-2024-11-20,none,openrouter-openai-gpt-4o-2024-11-20:284f6aa502b43a65,144,144,432,432,350,0.810185,111,0.770833,0.695682,0.83191,111,0.770833,144,1.0,121,0.840278,0,0,19800,1095,0,0,0,20895,0.06045,0,True
old-123-openai-gpt-4o-mini,OpenAI GPT-4o mini,openai/gpt-4o-mini,openai/gpt-4o-mini,none,openai-gpt-4o-mini:ebea6f5629a45b94,144,144,432,432,277,0.641204,78,0.541667,0.46026,0.620908,81,0.5625,141,0.979167,106,0.736111,0,0,19800,1152,0,0,0,20952,0.0036612,0,True
requested-010-openai-gpt-4o-mini-2024-07-18-default,OpenAI: GPT-4o-mini (2024-07-18),openrouter/openai/gpt-4o-mini-2024-07-18,openai/gpt-4o-mini-2024-07-18,none,openrouter-openai-gpt-4o-mini-2024-07-18:300c770b927c0a68,144,144,432,432,285,0.659722,84,0.583333,0.501669,0.660667,85,0.590278,143,0.993056,106,0.736111,0,0,19800,1155,0,0,0,20955,0.003663,0,True
old-177-openai-gpt-5-minimal,OpenAI GPT-5 minimal,openai/gpt-5,openai/gpt-5,minimal,openai-gpt-5:b8037af849747e1e,144,144,432,432,338,0.782407,104,0.722222,0.644018,0.788878,104,0.722222,144,1.0,122,0.847222,0,0,19368,8773,0,0,0,28141,0.11194,0,True
manual-20260612-openai-gpt-5-low,OpenAI openai/gpt-5 low,openai/gpt-5,openai/gpt-5,low,openai-gpt-5:bf895cae0ea50d1a,144,144,432,432,430,0.99537,142,0.986111,0.950777,0.996183,142,0.986111,144,1.0,144,1.0,0,0,19368,42214,24640,0,0,61582,0.44635,0,True
manual-20260612-openai-gpt-5-medium,OpenAI openai/gpt-5 medium,openai/gpt-5,openai/gpt-5,medium,openai-gpt-5:d8bd778b919bc605,144,144,432,432,432,1.0,144,1.0,0.974016,1.0,144,1.0,144,1.0,144,1.0,0,0,19368,68368,51584,0,0,87736,0.70789,0,True
manual-20260612-openai-gpt-5-high,OpenAI openai/gpt-5 high,openai/gpt-5,openai/gpt-5,high,openai-gpt-5:a6d0ff1e3e3eeac7,144,144,432,432,432,1.0,144,1.0,0.974016,1.0,144,1.0,144,1.0,144,1.0,0,0,19368,114972,97728,0,0,134340,1.17393,0,True
old-146-openai-gpt-5-mini-minimal,OpenAI GPT-5 mini minimal,openai/gpt-5-mini,openai/gpt-5-mini,minimal,openai-gpt-5-mini:87eb75d2ccac5d50,144,144,432,432,311,0.719907,89,0.618056,0.53661,0.693366,90,0.625,143,0.993056,115,0.798611,0,0,19368,8808,0,0,0,28176,0.022458,0,True
manual-20260612-openai-gpt-5-mini-low,OpenAI openai/gpt-5-mini low,openai/gpt-5-mini,openai/gpt-5-mini,low,openai-gpt-5-mini:d7f6c7f13e7d1157,144,144,432,432,415,0.960648,135,0.9375,0.885491,0.966773,135,0.9375,144,1.0,141,0.979167,0,0,19368,41040,23808,0,0,60408,0.086922,0,True
manual-20260612-openai-gpt-5-mini-medium,OpenAI openai/gpt-5-mini medium,openai/gpt-5-mini,openai/gpt-5-mini,medium,openai-gpt-5-mini:70d58b43ca95bdcd,144,144,432,432,415,0.960648,137,0.951389,0.903064,0.976256,137,0.951389,144,1.0,139,0.965278,0,0,19368,67647,50432,0,0,87015,0.140136,0,True
manual-20260612-openai-gpt-5-mini-high,OpenAI openai/gpt-5-mini high,openai/gpt-5-mini,openai/gpt-5-mini,high,openai-gpt-5-mini:dd2a8eb78a23fe84,144,144,432,432,421,0.974537,138,0.958333,0.912082,0.980766,138,0.958333,144,1.0,142,0.986111,0,0,19393,123962,106368,0,0,143355,0.25277225,0,True
old-1-openai-gpt-5-nano-minimal,OpenAI GPT-5 nano minimal,openai/gpt-5-nano,openai/gpt-5-nano,minimal,openai-gpt-5-nano:4836966d09173fec,144,144,432,432,221,0.511574,54,0.375,0.300142,0.456353,54,0.375,139,0.965278,92,0.638889,0,0,19368,9441,0,0,0,28809,0.0047448,0,True
old-188-openai-gpt-5-nano-low,OpenAI GPT-5 nano low,openai/gpt-5-nano,openai/gpt-5-nano,low,openai-gpt-5-nano:332eb23dd007be64,144,144,432,432,410,0.949074,131,0.909722,0.85167,0.946482,131,0.909722,144,1.0,142,0.986111,0,0,19368,58592,41600,0,0,77960,0.0244052,0,True
old-190-openai-gpt-5-nano-medium,OpenAI GPT-5 nano medium,openai/gpt-5-nano,openai/gpt-5-nano,medium,openai-gpt-5-nano:e85f35e3737e9542,144,144,432,432,420,0.972222,137,0.951389,0.903064,0.976256,137,0.951389,144,1.0,143,0.993056,0,0,19368,135644,118656,0,0,155012,0.055226,0,True
manual-20260612-openai-gpt-5-nano-high,OpenAI openai/gpt-5-nano high,openai/gpt-5-nano,openai/gpt-5-nano,high,openai-gpt-5-nano:751867ab877c1b3e,144,144,432,432,424,0.981481,140,0.972222,0.930758,0.989146,140,0.972222,144,1.0,142,0.986111,0,0,19619,273609,256507,0,0,293228,0.11042455,0,True
old-180-openai-gpt-5-2-no-thinking,OpenAI GPT-5.2 no thinking,openai/gpt-5.2,openai/gpt-5.2,none,openai-gpt-5-2:dbe251a394f19b81,144,144,432,432,322,0.74537,96,0.666667,0.586225,0.738447,97,0.673611,143,0.993056,120,0.833333,0,0,19368,2725,0,0,0,22093,0.072044,0,True
manual-20260612-openai-gpt-5-2-low,OpenAI openai/gpt-5.2 low,openai/gpt-5.2,openai/gpt-5.2,low,openai-gpt-5-2:92b5ee4883a29999,144,144,432,432,356,0.824074,110,0.763889,0.688232,0.825832,110,0.763889,144,1.0,128,0.888889,0,0,19368,5427,2566,0,0,24795,0.109872,0,True
manual-20260612-openai-gpt-5-2-medium,OpenAI openai/gpt-5.2 medium,openai/gpt-5.2,openai/gpt-5.2,medium,openai-gpt-5-2:9d9a8d2eaa1c7e90,144,144,432,432,370,0.856481,113,0.784722,0.710659,0.843989,113,0.784722,144,1.0,131,0.909722,0,0,19368,9995,6988,0,0,29363,0.173824,0,True
manual-20260612-openai-gpt-5-2-high,OpenAI openai/gpt-5.2 high,openai/gpt-5.2,openai/gpt-5.2,high,openai-gpt-5-2:ad9eff0ae57d79ef,144,144,432,432,394,0.912037,122,0.847222,0.779509,0.896891,122,0.847222,143,0.993056,140,0.972222,0,0,19368,17146,13895,0,0,36514,0.273938,0,True
manual-20260612-openai-gpt-5-2-xhigh,OpenAI openai/gpt-5.2 xhigh,openai/gpt-5.2,openai/gpt-5.2,xhigh,openai-gpt-5-2:ffa8037ec4f4a0cd,144,144,432,432,429,0.993056,142,0.986111,0.950777,0.996183,142,0.986111,144,1.0,144,1.0,0,0,19368,55638,52199,0,0,75006,0.812826,0,True
old-181-openai-gpt-5-4-no-thinking,OpenAI GPT-5.4 no thinking,openai/gpt-5.4,openai/gpt-5.4,none,openai-gpt-5-4:05c289ae1475b90d,144,144,432,432,348,0.805556,107,0.743056,0.666024,0.807456,108,0.75,143,0.993056,124,0.861111,0,0,19368,2729,0,0,0,22097,0.089355,0,True
old-207-openai-gpt-5-4-low,OpenAI GPT-5.4 low,openai/gpt-5.4,openai/gpt-5.4,low,openai-gpt-5-4:27937fff228cc19b,144,144,432,432,420,0.972222,137,0.951389,0.903064,0.976256,137,0.951389,144,1.0,142,0.986111,0,0,19368,15960,12454,0,0,35328,0.28782,0,True
old-208-openai-gpt-5-4-medium,OpenAI GPT-5.4 medium,openai/gpt-5.4,openai/gpt-5.4,medium,openai-gpt-5-4:29cc809e747b41e5,144,144,432,432,420,0.972222,138,0.958333,0.912082,0.980766,138,0.958333,144,1.0,141,0.979167,0,0,19368,23282,19717,0,0,42650,0.39765,0,True
old-209-openai-gpt-5-4-high,OpenAI GPT-5.4 high,openai/gpt-5.4,openai/gpt-5.4,high,openai-gpt-5-4:33d1771cebf7281e,144,144,432,432,425,0.983796,140,0.972222,0.930758,0.989146,140,0.972222,144,1.0,143,0.993056,0,0,19368,29222,25652,0,0,48590,0.48675,0,True
old-210-openai-gpt-5-4-xhigh,OpenAI GPT-5.4 xhigh,openai/gpt-5.4,openai/gpt-5.4,xhigh,openai-gpt-5-4:d19f51c2f7a24a62,144,144,432,432,428,0.990741,142,0.986111,0.950777,0.996183,142,0.986111,144,1.0,143,0.993056,0,0,19368,43031,39455,0,0,62399,0.693885,0,True
old-169-openai-gpt-5-4-mini-no-thinking,OpenAI GPT-5.4 mini no thinking,openai/gpt-5.4-mini,openai/gpt-5.4-mini,none,openai-gpt-5-4-mini:e75a536a4ff8cce2,144,144,432,432,317,0.733796,93,0.645833,0.564858,0.71923,93,0.645833,144,1.0,117,0.8125,0,0,19368,2808,0,0,0,22176,0.027162,0,True
old-170-openai-gpt-5-4-mini-low,OpenAI GPT-5.4 mini low,openai/gpt-5.4-mini,openai/gpt-5.4-mini,low,openai-gpt-5-4-mini:a5243153b76aa1dd,144,144,432,432,408,0.944444,131,0.909722,0.85167,0.946482,131,0.909722,144,1.0,140,0.972222,0,0,19368,18721,15150,0,0,38089,0.0987705,0,True
old-232-openai-gpt-5-4-mini-medium,OpenAI GPT-5.4 mini medium,openai/gpt-5.4-mini,openai/gpt-5.4-mini,medium,openai-gpt-5-4-mini:3017da8593009838,144,144,432,432,409,0.946759,130,0.902778,0.843423,0.941201,130,0.902778,144,1.0,141,0.979167,0,0,19368,24716,21152,0,0,44084,0.125748,0,True
old-233-openai-gpt-5-4-mini-high,OpenAI GPT-5.4 mini high,openai/gpt-5.4-mini,openai/gpt-5.4-mini,high,openai-gpt-5-4-mini:6197e3e75fc42577,144,144,432,432,411,0.951389,130,0.902778,0.843423,0.941201,131,0.909722,143,0.993056,141,0.979167,0,0,19368,32853,29290,0,0,52221,0.1623645,0,True
old-235-openai-gpt-5-4-mini-xhigh,OpenAI GPT-5.4 mini xhigh,openai/gpt-5.4-mini,openai/gpt-5.4-mini,xhigh,openai-gpt-5-4-mini:8ce318df970cabd8,144,144,432,432,418,0.967593,135,0.9375,0.885491,0.966773,135,0.9375,144,1.0,143,0.993056,0,0,19368,58039,54467,0,0,77407,0.2757015,0,True
old-136-openai-gpt-5-4-nano-no-thinking,OpenAI GPT-5.4 nano no thinking,openai/gpt-5.4-nano,openai/gpt-5.4-nano,none,openai-gpt-5-4-nano:951957ceb4ec8896,144,144,432,432,207,0.479167,52,0.361111,0.287211,0.442229,53,0.368056,142,0.986111,88,0.611111,0,0,19368,2876,0,0,0,22244,0.0074686,0,True
old-199-openai-gpt-5-4-nano-low,OpenAI GPT-5.4 nano low,openai/gpt-5.4-nano,openai/gpt-5.4-nano,low,openai-gpt-5-4-nano:a62c5fbfd05da4b9,144,144,432,432,299,0.69213,75,0.520833,0.439763,0.600821,76,0.527778,143,0.993056,123,0.854167,0,0,19368,16958,13779,0,0,36326,0.0250711,0,True
old-230-openai-gpt-5-4-nano-medium,OpenAI GPT-5.4 nano medium,openai/gpt-5.4-nano,openai/gpt-5.4-nano,medium,openai-gpt-5-4-nano:525e52c5d96bfbb3,144,144,432,432,356,0.824074,103,0.715278,0.636725,0.782643,103,0.715278,144,1.0,135,0.9375,0,0,19368,24672,21344,0,0,44040,0.0347136,0,True
old-231-openai-gpt-5-4-nano-high,OpenAI GPT-5.4 nano high,openai/gpt-5.4-nano,openai/gpt-5.4-nano,high,openai-gpt-5-4-nano:10cfc786a9d76fa6,144,144,432,432,382,0.884259,117,0.8125,0.740942,0.867818,118,0.819444,143,0.993056,136,0.944444,0,0,19368,28704,25294,0,0,48072,0.0397536,0,True
old-234-openai-gpt-5-4-nano-xhigh,OpenAI GPT-5.4 nano xhigh,openai/gpt-5.4-nano,openai/gpt-5.4-nano,xhigh,openai-gpt-5-4-nano:a86fbd4a5e7087cd,144,144,432,432,416,0.962963,132,0.916667,0.859992,0.951689,132,0.916667,144,1.0,143,0.993056,0,0,19368,61621,58061,0,0,80989,0.08089985,0,True
old-186-openai-gpt-5-5-no-thinking,OpenAI GPT-5.5 no thinking,openai/gpt-5.5,openai/gpt-5.5,none,openai-gpt-5-5:8813833177eb49af,144,144,432,432,385,0.891204,121,0.840278,0.771725,0.891148,121,0.840278,144,1.0,135,0.9375,0,0,19368,2715,0,0,0,22083,0.17829,0,True
old-185-openai-gpt-5-5-low,OpenAI GPT-5.5 low,openai/gpt-5.5,openai/gpt-5.5,low,openai-gpt-5-5:06b1946238f60937,144,144,432,432,429,0.993056,141,0.979167,0.940542,0.99289,141,0.979167,144,1.0,144,1.0,0,0,19368,18373,14809,0,0,37741,0.64803,0,True
old-203-openai-gpt-5-5-medium,OpenAI GPT-5.5 medium,openai/gpt-5.5,openai/gpt-5.5,medium,openai-gpt-5-5:324dedeba69dd772,144,144,432,432,432,1.0,144,1.0,0.974016,1.0,144,1.0,144,1.0,144,1.0,0,0,19368,21573,17991,0,0,40941,0.74403,0,True
old-204-openai-gpt-5-5-high,OpenAI GPT-5.5 high,openai/gpt-5.5,openai/gpt-5.5,high,openai-gpt-5-5:91bdafeec3993404,144,144,432,432,429,0.993056,141,0.979167,0.940542,0.99289,142,0.986111,143,0.993056,144,1.0,0,0,19368,26261,22679,0,0,45629,0.88467,0,True
old-205-openai-gpt-5-5-xhigh,OpenAI GPT-5.5 xhigh,openai/gpt-5.5,openai/gpt-5.5,xhigh,openai-gpt-5-5:92578fdfdf4046b6,144,144,432,432,432,1.0,144,1.0,0.974016,1.0,144,1.0,144,1.0,144,1.0,0,0,19368,33089,29507,0,0,52457,1.08951,0,True
manual-20260612-openai-gpt-oss-120b-low,OpenRouter openai/gpt-oss-120b low,openrouter/openai/gpt-oss-120b,openai/gpt-oss-120b,low,openrouter-openai-gpt-oss-120b:d4b3754e80efd2f0,144,144,432,432,393,0.909722,120,0.833333,0.763977,0.885367,120,0.833333,144,1.0,138,0.958333,0,0,33094,25364,18638,8903,0,67361,0.00564621,0,True
manual-20260612-openai-gpt-oss-120b-medium,OpenRouter openai/gpt-oss-120b medium,openrouter/openai/gpt-oss-120b,openai/gpt-oss-120b,medium,openrouter-openai-gpt-oss-120b:ea324b57598111ca,144,144,432,432,418,0.967593,135,0.9375,0.885491,0.966773,136,0.944444,143,0.993056,143,0.993056,0,0,31413,41079,36535,10149,0,82641,0.008421792,0,True
manual-20260612-openai-gpt-oss-120b-high,OpenRouter openai/gpt-oss-120b high,openrouter/openai/gpt-oss-120b,openai/gpt-oss-120b,high,openrouter-openai-gpt-oss-120b:609ebe98794d222e,144,144,432,432,417,0.965278,131,0.909722,0.85167,0.946482,131,0.909722,144,1.0,144,1.0,0,0,29188,98457,94635,13049,0,140694,0.018643869,0,True
manual-20260612-openai-gpt-oss-20b-low,OpenRouter openai/gpt-oss-20b low,openrouter/openai/gpt-oss-20b,openai/gpt-oss-20b,low,openrouter-openai-gpt-oss-20b:fd23187425b2678c,144,144,432,432,375,0.868056,108,0.75,0.673403,0.813605,112,0.777778,140,0.972222,138,0.958333,0,0,32513,30788,23725,11979,0,75280,0.005110894,0,True
manual-20260612-openai-gpt-oss-20b-medium,OpenRouter openai/gpt-oss-20b medium,openrouter/openai/gpt-oss-20b,openai/gpt-oss-20b,medium,openrouter-openai-gpt-oss-20b:cf360e464b4ca0cd,144,144,432,432,401,0.928241,122,0.847222,0.779509,0.896891,125,0.868056,141,0.979167,141,0.979167,0,0,25664,62004,55113,19426,0,107094,0.00925853,0,True
manual-20260612-openai-gpt-oss-20b-high,OpenRouter openai/gpt-oss-20b high,openrouter/openai/gpt-oss-20b,openai/gpt-oss-20b,high,openrouter-openai-gpt-oss-20b:9654d64fbed87f4c,144,144,432,432,412,0.953704,133,0.923611,0.868396,0.956813,133,0.923611,143,0.993056,142,0.986111,0,0,21927,121040,114116,23306,0,166273,0.017416821,0,True
manual-20260612-openai-o1-low,OpenRouter openai/o1 low,openrouter/openai/o1,openai/o1,low,openrouter-openai-o1:3f0d419824691e99,144,144,432,432,418,0.967593,134,0.930556,0.876891,0.961845,139,0.965278,139,0.965278,144,1.0,0,0,19368,117353,49166,0,0,136721,7.3317,0,True
manual-20260612-openai-o1-medium,OpenRouter openai/o1 medium,openrouter/openai/o1,openai/o1,medium,openrouter-openai-o1:60a536d39c35d6cf,144,144,432,432,424,0.981481,138,0.958333,0.912082,0.980766,142,0.986111,140,0.972222,143,0.993056,0,0,19368,185410,82997,0,0,204778,11.41512,0,True
manual-20260612-openai-o1-high,OpenRouter openai/o1 high,openrouter/openai/o1,openai/o1,high,openrouter-openai-o1:1db71e24e8886713,144,144,432,432,420,0.972222,133,0.923611,0.868396,0.956813,141,0.979167,136,0.944444,144,1.0,0,0,19368,265152,122688,0,0,284520,16.19964,0,True
manual-20260612-openai-o3-low,OpenRouter openai/o3 low,openrouter/openai/o3,openai/o3,low,openrouter-openai-o3:d654369d6d9287ff,144,144,432,432,424,0.981481,137,0.951389,0.903064,0.976256,137,0.951389,144,1.0,144,1.0,0,0,19368,41735,29069,0,0,61103,0.372616,0,True
manual-20260612-openai-o3-medium,OpenRouter openai/o3 medium,openrouter/openai/o3,openai/o3,medium,openrouter-openai-o3:f5aa45d8d2989066,144,144,432,432,432,1.0,144,1.0,0.974016,1.0,144,1.0,144,1.0,144,1.0,0,0,19368,62107,46428,0,0,81475,0.535592,0,True
manual-20260612-openai-o3-high,OpenRouter openai/o3 high,openrouter/openai/o3,openai/o3,high,openrouter-openai-o3:ed38446db4b8f75c,144,144,432,432,432,1.0,144,1.0,0.974016,1.0,144,1.0,144,1.0,144,1.0,0,0,19368,72735,56094,0,0,92103,0.620616,0,True
manual-20260612-openai-o3-mini-low,OpenRouter openai/o3-mini low,openrouter/openai/o3-mini,openai/o3-mini,low,openrouter-openai-o3-mini:6635590d6d31726a,144,144,432,432,411,0.951389,129,0.895833,0.835244,0.935852,130,0.902778,143,0.993056,143,0.993056,0,0,19368,85551,35630,0,0,104919,0.3977292,0,True
manual-20260612-openai-o3-mini-medium,OpenRouter openai/o3-mini medium,openrouter/openai/o3-mini,openai/o3-mini,medium,openrouter-openai-o3-mini:8f3e9ad3483c38a9,144,144,432,432,416,0.962963,135,0.9375,0.885491,0.966773,136,0.944444,143,0.993056,141,0.979167,0,0,19368,170815,75969,0,0,190183,0.7728908,0,True
manual-20260612-openai-o3-mini-high,OpenRouter openai/o3-mini high,openrouter/openai/o3-mini,openai/o3-mini,high,openrouter-openai-o3-mini:857121070f92c57b,144,144,432,432,422,0.976852,140,0.972222,0.930758,0.989146,140,0.972222,144,1.0,141,0.979167,0,0,19368,420016,200256,0,0,439384,1.8693752,0,True
manual-20260612-openai-o3-mini-high-low,OpenRouter openai/o3-mini-high low,openrouter/openai/o3-mini-high,openai/o3-mini-high,low,openrouter-openai-o3-mini-high:e8081f05a717f6d0,144,144,432,432,425,0.983796,141,0.979167,0.940542,0.99289,141,0.979167,144,1.0,142,0.986111,0,0,19452,430790,206144,0,0,450242,1.9168732,0,True
